date,snowmelt,snowpack,rain,snow,PET,max_temp,min_temp
2019-02-23,0.0,84.49140636942674,3.8387e-05,0.199962,0.669661,2.4561702127659575,-8.937872340425532
2019-02-24,0.0,88.27467343949044,0.00793369,0.030169,0.871958,5.70404255319149,-3.313191489361702
2019-02-25,0.0,89.73356305732484,3.86717,2.54678,1.07274,-5.7429787234042555,-9.444255319148937
2019-02-26,0.0,90.26700063694267,0.0,1.59294,0.415437,-10.077872340425532,-14.536595744680852
2019-02-27,0.0,96.5646560509554,0.0,0.599139,0.213077,-10.838297872340425,-17.580212765957448
2019-02-28,0.0,97.12752484076432,0.0,7.1244,0.170802,-5.662553191489361,-24.041063829787234
2019-03-01,0.0,97.21706624203821,0.0,0.618651,0.282986,-1.808936170212766,-15.65936170212766
2019-03-02,0.0,99.15528789808917,0.0,0.1,0.67857,-1.8342553191489364,-7.091063829787234
2019-03-03,0.0,99.78085477707006,0.0,2.23172,0.579394,-4.455957446808511,-11.90787234042553
2019-03-04,0.0,100.76198089171974,0.0,0.699695,0.524269,-11.518936170212765,-20.159787234042554
2019-03-05,0.0,101.52277197452229,0.0,1.09914,0.126763,-9.931702127659575,-18.381063829787234
2019-03-06,0.0,102.03989363057325,0.0,0.83699,0.227523,-12.633617021276596,-17.311489361702126
2019-03-07,0.0,102.26595159235669,0.0,0.555608,0.131062,-8.352340425531915,-17.463404255319148
2019-03-08,0.0,102.40246114649682,0.0,0.237546,0.314728,-3.7285106382978723,-15.687872340425534
2019-03-09,0.0,102.48940382165605,0.0,0.137546,0.607963,0.28404255319148936,-12.92595744680851
2019-03-10,0.0,111.33473866242038,0.00257418,0.0968695,0.912609,2.6002127659574468,-2.0295744680851064
2019-03-11,0.0,112.23261847133757,6.82285,4.95465,0.893102,-0.6293617021276596,-2.565531914893617
2019-03-12,0.0,112.52769681528662,0.0,0.974569,0.542815,0.7548936170212766,-5.308297872340426
2019-03-13,0.0,112.83780191082802,0.0298093,0.289146,0.833846,4.355531914893617,-5.417872340425531
2019-03-14,3.7777562420382083,109.06004566878981,0.163537,0.199221,1.20225,9.952765957446807,-1.9614893617021276
2019-03-15,6.055790509554143,103.00425515923567,1.20823,0.230425,1.54125,5.107021276595745,-0.21106382978723404
2019-03-16,0.0,103.51515859872612,6.12964,0.933615,1.2093,-1.6797872340425533,-6.324468085106383
2019-03-17,0.0,103.96023184713376,0.0,0.549929,0.673484,-0.5082978723404256,-9.842340425531914
2019-03-18,0.0,104.1387050955414,0.0,0.499476,0.902314,0.583404255319149,-8.426170212765957
2019-03-19,0.0,104.57874458598727,0.0132449,0.186755,0.992751,4.540212765957446,-7.096808510638298
2019-03-20,0.0,104.71038414012739,0.197682,0.301762,1.33445,7.076382978723405,-6.0174468085106385
2019-03-21,3.538383184713382,101.172000955414,0.0800891,0.0574572,1.609,5.261914893617021,-1.2827659574468084
2019-03-22,0.0,101.92293745222929,0.526834,0.0745834,1.20984,0.4682978723404256,-3.859787234042553
2019-03-23,0.0,101.96250127388535,0.130259,0.706175,0.833536,1.7819148936170213,-9.968297872340425
2019-03-24,0.0,102.13546077388536,0.00943,0.0524673,1.18976,7.095319148936171,-8.163829787234043
2019-03-25,0.0,102.22370828025477,0.0957304,0.103713,1.71839,1.8887234042553191,-7.430425531914894
2019-03-26,0.0,102.22370828025477,0.0194619,0.0805381,1.18037,3.199787234042553,-8.20659574468085
2019-03-27,0.0,102.22370828025478,0.0,0.0,1.34091,7.560638297872341,-6.166170212765958
2019-03-28,7.322900636942691,94.90080764331209,0.0,0.0,1.79081,9.356170212765958,-2.5576595744680852
2019-03-29,9.783241210191065,85.11756643312103,0.134148,0.0288622,1.91682,8.41468085106383,-1.14
2019-03-30,0.0,103.91449222929936,0.0830659,0.0166292,1.81884,0.49255319148936166,-1.1089361702127658
2019-03-31,0.0,112.10897579617834,4.64662,19.232,0.596736,-0.5459574468085107,-4.084893617021277
2019-04-01,0.0,112.19694840764332,0.0,9.26425,0.850806,0.32361702127659575,-9.181914893617021
2019-04-02,0.0,112.2654605732484,0.000548042,0.099452,1.09828,6.218510638297872,-4.545957446808511
2019-04-03,1.0214783439490276,111.24398222929938,0.0595975,0.0404025,1.66287,3.500851063829787,-0.22851063829787235
2019-04-04,0.0,111.32997050955414,0.778334,0.114548,1.07553,4.985106382978723,-5.591914893617021
2019-04-05,0.0,111.69854223566878,0.065134,0.0724123,1.61275,3.02,-3.888936170212766
2019-04-06,12.27946013375795,99.41908210191083,0.18606,0.232863,1.2941,10.792978723404255,-0.3982978723404255
2019-04-07,22.836211783439495,76.58287031847134,0.0,0.0,2.17544,12.519148936170213,3.4431914893617024
2019-04-08,20.311579987261148,56.27129033121019,0.000556368,0.0,2.18048,10.225531914893617,4.154468085106383
2019-04-09,9.919826777070064,46.351463554140125,3.62272,0.0,1.82366,6.35468085106383,1.1087234042553191
2019-04-10,3.5393784840764297,42.812085070063695,0.786309,0.0,1.4684,5.2738297872340425,-2.4659574468085106
2019-04-11,0.0,44.9534746433121,0.205044,0.0946834,1.56237,2.490212765957447,-3.772765957446808
2019-04-12,14.77465872675159,30.17881591656051,0.912273,1.62416,1.23183,14.282978723404254,-1.9587234042553192
2019-04-13,10.893189209554144,19.285626707006365,1.62782,0.173043,2.84976,11.483829787234043,-1.817659574468085
2019-04-14,0.0,23.303628476433122,0.0,0.0,2.47486,1.219787234042553,-0.9270212765957447
2019-04-15,4.915254062420381,18.38837441401274,8.97943,4.75687,0.77585,5.1372340425531915,-0.2823404255319149
2019-04-16,2.9937988267515934,15.394575587261148,4.36762,0.477642,1.45281,5.3536170212765954,-2.7436170212765956
2019-04-17,10.096399198726116,5.2981763885350315,0.0698879,0.030417,1.691,13.938936170212767,-1.743191489361702
2019-04-18,5.2981763885350315,0.0,0.0,0.0,2.93471,18.511702127659575,4.140851063829787
2019-04-19,0.0,0.0,2.50385,0.0,3.4725,8.005744680851063,4.272765957446809
2019-04-20,0.0,0.0,21.6734,0.0,1.59691,5.985319148936171,1.7959574468085107
2019-04-21,0.0,0.0,14.2426,0.0,1.3922,14.008297872340425,3.1729787234042552
2019-04-22,0.0,0.0,0.0,0.0,2.77032,18.11127659574468,2.8557446808510636
2019-04-23,0.0,0.0,0.0,0.0,3.53643,12.792765957446809,3.994468085106383
2019-04-24,0.0,0.0,3.71341,0.0,2.53013,11.89659574468085,0.13808510638297872
2019-04-25,0.0,0.0,0.29946,1.58248e-05,2.66689,17.397659574468086,-2.394468085106383
2019-04-26,0.0,0.0,0.0,0.0,3.71092,8.48468085106383,1.501063829787234
2019-04-27,0.0,0.0,20.868,0.0,2.02076,4.9348936170212765,-2.302978723404255
2019-04-28,0.0,0.0,0.215034,0.103617,1.68056,8.394255319148936,-1.835531914893617
2019-04-29,0.0,0.0,0.0,0.0,2.21333,5.687446808510638,-4.172978723404255
2019-04-30,0.0,0.0,0.553864,0.421229,1.92338,9.088297872340425,-0.4493617021276596
2019-05-01,0.0,0.0,0.00052791,2.84575e-05,2.31335,10.354042553191489,3.1765957446808515
2019-05-02,0.0,0.0,13.7503,0.0,2.14318,13.237021276595744,2.851063829787234
2019-05-03,0.0,0.0,0.0,0.0,2.83764,13.033617021276596,4.131276595744681
2019-05-04,0.0,0.0,8.33284,0.0,2.46315,12.549574468085106,5.804255319148936
2019-05-05,0.0,0.0,0.0,0.0,2.33973,18.751489361702127,3.532127659574468
2019-05-06,0.0,0.0,0.0,0.0,3.92515,20.59595744680851,5.369787234042553
2019-05-07,0.0,0.0,0.0994436,0.0,4.14166,13.846595744680851,3.0987234042553187
2019-05-08,0.0,0.0,0.1,0.0,3.00408,13.060425531914895,1.872127659574468
2019-05-09,0.0,0.0,0.0,0.0,2.93051,16.503404255319147,7.127234042553192
2019-05-10,0.0,0.0,2.17593,0.0,3.13153,13.140851063829787,3.8934042553191492
2019-05-11,0.0,0.0,9.7469,0.0,2.95952,11.665106382978724,0.45893617021276595
2019-05-12,0.0,0.0,0.0,0.0,2.82045,9.149787234042554,2.0282978723404255
2019-05-13,0.0,0.0,1.30022,0.0,2.14258,7.3757446808510645,2.398085106382979
2019-05-14,0.0,0.0,14.4385,0.0,1.82023,14.0831914893617,4.587659574468085
2019-05-15,0.0,0.0,0.698582,0.0,2.92179,17.26063829787234,5.764893617021277
2019-05-16,0.0,0.0,0.237546,0.0,3.5502,17.270851063829788,4.525319148936171
2019-05-17,0.0,0.0,0.0192071,0.0,3.64405,15.041702127659574,5.809787234042553
2019-05-18,0.0,0.0,0.0192071,0.0,3.15254,14.555957446808511,3.836170212765958
2019-05-19,0.0,0.0,0.0,0.0,3.15943,25.70404255319149,8.421702127659575
2019-05-20,0.0,0.0,4.17111,0.0,5.21528,14.806382978723404,6.680851063829787
2019-05-21,0.0,0.0,0.162149,0.0,3.22792,15.610851063829788,3.8463829787234043
2019-05-22,0.0,0.0,0.0,0.0,3.39944,14.898085106382979,6.2417021276595746
2019-05-23,0.0,0.0,0.238103,0.0,3.04549,22.612765957446808,9.567234042553192
2019-05-24,0.0,0.0,0.393743,0.0,4.56424,18.868936170212766,7.968936170212767
2019-05-25,0.0,0.0,0.0,0.0,3.81228,22.493829787234045,10.332553191489362
2019-05-26,0.0,0.0,17.6937,0.0,4.30144,19.824893617021278,10.01936170212766
2019-05-27,0.0,0.0,0.0,0.0,3.89874,20.275744680851066,9.853617021276596
2019-05-28,0.0,0.0,0.0,0.0,3.89329,10.252127659574468,7.937872340425532
2019-05-29,0.0,0.0,9.20709,0.0,1.46136,15.417446808510638,8.89659574468085
2019-05-30,0.0,0.0,0.0,0.0,2.75343,19.89085106382979,9.295744680851064
2019-05-31,0.0,0.0,0.0375463,0.0,3.94226,20.67127659574468,6.585744680851064
2019-06-01,0.0,0.0,0.0,0.0,4.39206,22.494893617021276,9.715531914893617
2019-06-02,0.0,0.0,0.662149,0.0,4.59371,17.558723404255318,6.257234042553191
2019-06-03,0.0,0.0,0.969823,0.0,3.82208,13.720212765957447,3.71531914893617
2019-06-04,0.0,0.0,0.0,0.0,3.20123,19.28404255319149,4.817021276595745
2019-06-05,0.0,0.0,0.0,0.0,4.25478,18.368297872340424,10.801702127659574
2019-06-06,0.0,0.0,9.16273,0.0,3.24963,23.104680851063833,11.222553191489363
2019-06-07,0.0,0.0,0.161897,0.0,4.57309,23.95404255319149,10.493404255319149
2019-06-08,0.0,0.0,0.446916,0.0,4.82066,23.624042553191487,12.293617021276594
2019-06-09,0.0,0.0,0.0,0.0,4.49301,25.444468085106386,13.158510638297873
2019-06-10,0.0,0.0,0.0,0.0,4.88479,18.61127659574468,12.089148936170213
2019-06-11,0.0,0.0,8.58916,0.0,3.31911,19.406382978723403,8.31872340425532
2019-06-12,0.0,0.0,0.0,0.0,3.96798,21.69255319148936,10.347021276595745
2019-06-13,0.0,0.0,0.0,0.0,4.25498,14.860638297872342,9.79
2019-06-14,0.0,0.0,8.46938,0.0,2.57473,19.752553191489362,7.189361702127659
2019-06-15,0.0,0.0,0.137546,0.0,4.21251,17.051702127659574,9.79404255319149
2019-06-16,0.0,0.0,0.569108,0.0,3.12168,19.733617021276597,7.564893617021277
2019-06-17,0.0,0.0,0.200556,0.0,4.21618,20.620851063829786,11.199787234042553
2019-06-18,0.0,0.0,0.0,0.0,3.98101,23.548936170212766,13.420425531914894
2019-06-19,0.0,0.0,0.0,0.0,4.44748,24.980851063829785,13.63595744680851
2019-06-20,0.0,0.0,0.16301,0.0,4.85724,19.912553191489362,13.652978723404257
2019-06-21,0.0,0.0,5.72625,0.0,3.36303,20.429574468085104,12.067021276595744
2019-06-22,0.0,0.0,4.19177,0.0,3.7667,22.322340425531916,11.714255319148938
2019-06-23,0.0,0.0,0.0,0.0,4.22067,25.27127659574468,11.60659574468085
2019-06-24,0.0,0.0,0.0,0.0,5.10177,24.995106382978722,12.02659574468085
2019-06-25,0.0,0.0,0.0994436,0.0,5.03297,22.780425531914894,16.518510638297872
2019-06-26,0.0,0.0,9.1066,0.0,3.50261,25.269787234042553,16.197021276595745
2019-06-27,0.0,0.0,0.0,0.0,4.40888,28.225106382978723,14.388510638297872
2019-06-28,0.0,0.0,0.0,0.0,5.51277,25.990212765957445,16.39404255319149
2019-06-29,0.0,0.0,1.49263,0.0,4.55218,27.330851063829787,16.858297872340426
2019-06-30,0.0,0.0,0.545287,0.0,5.00466,22.341063829787235,13.044468085106384
2019-07-01,0.0,0.0,0.0,0.0,4.14392,28.391914893617024,11.123191489361702
2019-07-02,0.0,0.0,0.0,0.0,6.02603,25.055319148936167,15.06404255319149
2019-07-03,0.0,0.0,0.280269,0.0,4.62425,29.568510638297873,17.099574468085105
2019-07-04,0.0,0.0,0.0,0.0,5.60528,30.865319148936173,14.557659574468087
2019-07-05,0.0,0.0,0.0,0.0,6.32227,31.36744680851064,18.085106382978722
2019-07-06,0.0,0.0,0.0,0.0,5.92962,31.703829787234042,18.527021276595743
2019-07-07,0.0,0.0,0.0,0.0,5.9317,23.508936170212767,13.60808510638298
2019-07-08,0.0,0.0,0.0,0.0,4.33249,26.856595744680853,11.490425531914893
2019-07-09,0.0,0.0,0.0,0.0,5.58921,27.623404255319148,11.351063829787234
2019-07-10,0.0,0.0,0.0,0.0,5.7467,31.923829787234045,13.192340425531913
2019-07-11,0.0,0.0,0.0,0.0,6.70157,29.74468085106383,13.654255319148936
2019-07-12,0.0,0.0,0.902921,0.0,6.09371,23.32744680851064,14.279361702127659
2019-07-13,0.0,0.0,0.0,0.0,4.20522,28.369574468085105,13.703617021276596
2019-07-14,0.0,0.0,1.75275,0.0,5.62149,24.482340425531916,10.274468085106383
2019-07-15,0.0,0.0,0.0,0.0,4.94576,26.588723404255322,10.206808510638298
2019-07-16,0.0,0.0,0.199444,0.0,5.50311,29.72978723404255,15.427234042553192
2019-07-17,0.0,0.0,1.33708,0.0,5.72895,28.507659574468082,17.625744680851064
2019-07-18,0.0,0.0,0.931377,0.0,5.19087,29.764255319148937,17.468723404255318
2019-07-19,0.0,0.0,0.0,0.0,5.4136,28.053829787234044,21.195531914893614
2019-07-20,0.0,0.0,0.41846,0.0,4.08507,32.0431914893617,21.837446808510638
2019-07-21,0.0,0.0,0.0,0.0,5.28112,26.759148936170213,14.687446808510638
2019-07-22,0.0,0.0,0.822629,0.0,4.95759,24.585744680851064,13.627659574468085
2019-07-23,0.0,0.0,0.382277,0.0,4.46098,25.560638297872337,9.834468085106383
2019-07-24,0.0,0.0,0.1,0.0,5.17974,25.052978723404255,11.190212765957448
2019-07-25,0.0,0.0,0.0,0.0,4.88463,27.91340425531915,13.292765957446809
2019-07-26,0.0,0.0,0.118902,0.0,5.34598,29.406382978723403,14.07340425531915
2019-07-27,0.0,0.0,0.0,0.0,5.63224,29.27957446808511,15.99404255319149
2019-07-28,0.0,0.0,0.0,0.0,5.36014,28.532340425531913,18.496595744680853
2019-07-29,0.0,0.0,1.10557,0.0,4.69706,30.42595744680851,18.14851063829787
2019-07-30,0.0,0.0,0.193743,0.0,5.32356,28.11468085106383,16.96808510638298
2019-07-31,0.0,0.0,1.65402,0.0,4.87159,25.995106382978722,10.640638297872341
2019-08-01,0.0,0.0,0.0,0.0,5.04638,25.565531914893615,9.556808510638298
2019-08-02,0.0,0.0,0.0,0.0,5.06114,28.1736170212766,11.406170212765959
2019-08-03,0.0,0.0,0.0,0.0,5.45897,28.945106382978725,13.23404255319149
2019-08-04,0.0,0.0,0.0,0.0,5.46686,27.230851063829785,12.702765957446807
2019-08-05,0.0,0.0,0.0,0.0,5.06134,30.799148936170212,11.005531914893616
2019-08-06,0.0,0.0,0.0,0.0,6.01575,25.87914893617021,18.087659574468084
2019-08-07,0.0,0.0,1.82784,0.0,3.86881,27.66872340425532,15.705744680851064
2019-08-08,0.0,0.0,0.1,0.0,4.7314,24.110851063829788,13.826808510638298
2019-08-09,0.0,0.0,2.19051,0.0,4.07904,25.41936170212766,13.132340425531915
2019-08-10,0.0,0.0,0.0,0.0,4.45655,23.82,10.443617021276596
2019-08-11,0.0,0.0,0.0,0.0,4.34137,27.949361702127657,10.529787234042553
2019-08-12,0.0,0.0,0.0,0.0,5.26124,28.053404255319148,11.235106382978723
2019-08-13,0.0,0.0,0.100556,0.0,5.17803,28.62382978723404,12.874255319148936
2019-08-14,0.0,0.0,0.0,0.0,5.141,25.58127659574468,10.675531914893616
2019-08-15,0.0,0.0,0.0,0.0,4.6213,23.819787234042554,7.839148936170213
2019-08-16,0.0,0.0,0.56301,0.0,4.4974,21.135531914893615,11.711914893617022
2019-08-17,0.0,0.0,0.0375463,0.0,3.53366,34.38617021276596,14.128723404255318
2019-08-18,0.0,0.0,5.61036,0.0,6.2127,29.129574468085103,13.924893617021278
2019-08-19,0.0,0.0,2.10092,0.0,4.97167,26.617021276595743,15.518936170212765
2019-08-20,0.0,0.0,9.26826,0.0,4.23159,28.723617021276596,10.26595744680851
2019-08-21,0.0,0.0,0.0,0.0,5.16733,29.136595744680854,16.726170212765958
2019-08-22,0.0,0.0,3.94563,0.0,4.60884,22.6,12.086170212765957
2019-08-23,0.0,0.0,0.280249,0.0,3.63774,21.944468085106386,10.368936170212766
2019-08-24,0.0,0.0,0.0,0.0,3.6767,22.287021276595745,6.620212765957446
2019-08-25,0.0,0.0,0.0,0.0,3.9972,24.849148936170213,10.11276595744681
2019-08-26,0.0,0.0,0.0,0.0,4.22249,24.823829787234043,9.379148936170212
2019-08-27,0.0,0.0,0.0,0.0,4.25536,22.114468085106385,13.655957446808511
2019-08-28,0.0,0.0,4.93403,0.0,3.13644,25.027021276595743,13.317446808510637
2019-08-29,0.0,0.0,2.37628,0.0,3.88306,23.90127659574468,13.872978723404255
2019-08-30,0.0,0.0,0.0,0.0,3.532,23.65531914893617,11.214255319148938
2019-08-31,0.0,0.0,0.4,0.0,3.77857,20.888510638297873,10.113191489361702
2019-09-01,0.0,0.0,0.0,0.0,3.24356,19.122127659574467,8.66063829787234
2019-09-02,0.0,0.0,0.426881,0.0,3.05488,19.302978723404255,12.607659574468084
2019-09-03,0.0,0.0,2.16638,0.0,2.53298,23.79255319148936,10.014255319148937
2019-09-04,0.0,0.0,0.237295,0.0,3.7186,20.80489361702128,11.467446808510639
2019-09-05,0.0,0.0,0.266402,0.0,2.98137,23.523617021276593,6.267872340425531
2019-09-06,0.0,0.0,0.0,0.0,3.91417,19.378936170212768,8.81468085106383
2019-09-07,0.0,0.0,2.02873,0.0,2.93453,22.1968085106383,10.334468085106382
2019-09-08,0.0,0.0,0.0997485,0.0,3.30171,15.14191489361702,8.97872340425532
2019-09-09,0.0,0.0,0.1,0.0,2.06993,19.063617021276595,3.513617021276596
2019-09-10,0.0,0.0,0.0,0.0,3.1663,25.4468085106383,4.812340425531915
2019-09-11,0.0,0.0,0.212083,0.0,4.18633,26.63212765957447,12.182127659574467
2019-09-12,0.0,0.0,9.62615,0.0,3.80413,20.9568085106383,10.677659574468086
2019-09-13,0.0,0.0,4.167,0.0,2.95419,19.34659574468085,8.26936170212766
2019-09-14,0.0,0.0,1.15508,0.0,2.80873,20.67468085106383,9.330851063829787
2019-09-15,0.0,0.0,8.63449,0.0,2.95279,16.520638297872342,10.185319148936172
2019-09-16,0.0,0.0,6.19306,0.0,2.00326,17.457234042553193,10.922553191489362
2019-09-17,0.0,0.0,0.300305,0.0,2.10874,23.696595744680852,10.278297872340426
2019-09-18,0.0,0.0,0.0,0.0,3.27987,23.484468085106382,9.591063829787233
2019-09-19,0.0,0.0,0.0,0.0,3.25596,23.52127659574468,10.077659574468084
2019-09-20,0.0,0.0,0.0,0.0,3.19736,26.082127659574464,9.511063829787235
2019-09-21,0.0,0.0,0.0,0.0,3.5827,27.5668085106383,14.979148936170212
2019-09-22,0.0,0.0,0.0,0.0,3.40327,28.95659574468085,16.9268085106383
2019-09-23,0.0,0.0,0.1,0.0,3.46153,22.57276595744681,17.318297872340427
2019-09-24,0.0,0.0,1.41765,0.0,2.04803,19.52553191489362,9.372340425531915
2019-09-25,0.0,0.0,0.0375463,0.0,2.37991,24.941276595744682,8.764893617021276
2019-09-26,0.0,0.0,0.0375463,0.0,3.30389,19.21382978723404,8.780212765957447
2019-09-27,0.0,0.0,1.56104,0.0,2.44135,21.99659574468085,5.700851063829787
2019-09-28,0.0,0.0,0.1,0.0,2.96137,17.751063829787235,9.022978723404256
2019-09-29,0.0,0.0,2.29673,0.0,2.11277,10.547872340425531,5.126170212765958
2019-09-30,0.0,0.0,0.0,0.0,1.34168,19.62595744680851,7.001702127659574
2019-10-01,0.0,0.0,0.137546,0.0,2.42881,28.249148936170215,11.096808510638297
2019-10-02,0.0,0.0,6.51635,0.0,3.44019,15.003191489361702,9.573617021276595
2019-10-03,0.0,0.0,6.47968,0.0,1.55964,8.180212765957448,5.202765957446808
2019-10-04,0.0,0.0,0.501113,0.0,0.857307,10.192553191489361,2.449787234042553
2019-10-05,0.0,0.0,0.318651,0.0,1.45537,13.148510638297873,-0.0723404255319149
2019-10-06,0.0,0.0,0.0,0.0,1.86334,19.659574468085108,5.242340425531915
2019-10-07,0.0,0.0,0.200252,0.0,2.40301,17.32340425531915,7.640638297872341
2019-10-08,0.0,0.0,0.0,0.0,1.94573,17.999574468085108,1.9070212765957446
2019-10-09,0.0,0.0,0.0,0.0,2.27384,19.433617021276596,0.8604255319148936
2019-10-10,0.0,0.0,0.0,0.0,2.44146,18.283191489361702,1.2619148936170212
2019-10-11,0.0,0.0,0.0,0.0,2.27913,20.91851063829787,1.0495744680851062
2019-10-12,0.0,0.0,0.0,0.0,2.53148,12.068297872340427,3.579148936170213
2019-10-13,0.0,0.0,3.71585,0.0,1.54564,16.021063829787234,0.8461702127659575
2019-10-14,0.0,0.0,0.0,0.0,1.95767,8.442553191489361,2.796808510638298
2019-10-15,0.0,0.0,0.0,0.0,1.01805,14.236170212765957,2.655744680851064
2019-10-16,0.0,0.0,0.0,0.0,1.65207,11.908936170212767,5.132340425531915
2019-10-17,0.0,0.0,11.9651,0.0,1.21779,7.251489361702127,5.048085106382978
2019-10-18,0.0,0.0,0.318346,0.0,0.620463,10.171063829787235,1.151063829787234
2019-10-19,0.0,0.0,0.137546,0.0,1.27181,13.905106382978722,-1.7385106382978726
2019-10-20,0.0,0.0,0.0,0.0,1.6686,18.92191489361702,-3.4872340425531916
